housing_median_age,total_rooms,population,ocean_proximity,AGE,STAR,POPULATION_STATUS
34,576,363,INLAND,ADULT,3-STAR,SMALL
34,1911,1886,INLAND,ADULT,5-STAR,OVER
30,1722,1467,INLAND,ADULT,5-STAR,OVER
34,2065,1041,INLAND,ADULT,5-STAR,OVER
16,2703,1106,INLAND,YOUNG,5-STAR,OVER
46,1889,971,INLAND,OLD,5-STAR,MEDIUM
37,1018,663,INLAND,ADULT,5-STAR,MEDIUM
9,3860,2157,INLAND,YOUNG,7-STAR,OVER
31,1986,1042,INLAND,ADULT,5-STAR,OVER
19,2746,1670,INLAND,YOUNG,5-STAR,OVER
32,1513,1038,INLAND,ADULT,5-STAR,OVER
32,1604,868,INLAND,ADULT,5-STAR,MEDIUM
30,1671,966,INLAND,ADULT,5-STAR,MEDIUM
35,990,674,INLAND,ADULT,3-STAR,MEDIUM
20,1741,1466,INLAND,YOUNG,5-STAR,OVER
26,1727,802,INLAND,ADULT,5-STAR,MEDIUM
29,1702,914,INLAND,ADULT,5-STAR,MEDIUM
29,1799,1278,INLAND,ADULT,5-STAR,OVER
34,1370,818,INLAND,ADULT,5-STAR,MEDIUM
32,1393,999,INLAND,ADULT,5-STAR,MEDIUM
31,1241,767,INLAND,ADULT,5-STAR,MEDIUM
19,1310,702,INLAND,YOUNG,5-STAR,MEDIUM
31,1732,979,INLAND,ADULT,5-STAR,MEDIUM
34,1422,716,INLAND,ADULT,5-STAR,MEDIUM
17,1497,1425,INLAND,YOUNG,5-STAR,OVER
20,1935,1319,INLAND,YOUNG,5-STAR,OVER
24,2246,1291,INLAND,YOUNG,5-STAR,OVER
19,2439,1416,INLAND,YOUNG,5-STAR,OVER
34,1175,683,INLAND,ADULT,5-STAR,MEDIUM
23,1824,1146,INLAND,YOUNG,5-STAR,OVER
18,1128,772,INLAND,YOUNG,5-STAR,MEDIUM
18,1524,2030,INLAND,YOUNG,5-STAR,OVER
17,598,715,INLAND,YOUNG,3-STAR,MEDIUM
12,1462,1708,INLAND,YOUNG,5-STAR,OVER
12,1923,2809,INLAND,YOUNG,5-STAR,OVER
11,1337,1376,INLAND,YOUNG,5-STAR,OVER
29,579,218,INLAND,ADULT,3-STAR,SMALL
36,613,310,INLAND,ADULT,3-STAR,SMALL
18,1206,622,INLAND,YOUNG,5-STAR,MEDIUM
17,2279,1200,INLAND,YOUNG,5-STAR,OVER
10,2522,1335,INLAND,YOUNG,5-STAR,OVER
34,2084,868,INLAND,ADULT,5-STAR,MEDIUM
18,1519,846,INLAND,YOUNG,5-STAR,MEDIUM
9,2671,1484,INLAND,YOUNG,5-STAR,OVER
29,1938,1306,INLAND,ADULT,5-STAR,OVER
24,943,514,INLAND,YOUNG,3-STAR,SMALL
31,1177,744,INLAND,ADULT,5-STAR,MEDIUM
25,948,613,INLAND,YOUNG,3-STAR,MEDIUM
29,1479,1408,INLAND,ADULT,5-STAR,OVER
25,875,931,INLAND,YOUNG,3-STAR,MEDIUM
14,1508,1679,INLAND,YOUNG,5-STAR,OVER
24,1335,1180,INLAND,YOUNG,5-STAR,OVER
18,819,996,INLAND,YOUNG,3-STAR,MEDIUM
20,1193,1274,INLAND,YOUNG,5-STAR,OVER
11,1947,2104,INLAND,YOUNG,5-STAR,OVER
25,1689,1745,INLAND,YOUNG,5-STAR,OVER
25,991,941,INLAND,YOUNG,3-STAR,MEDIUM
12,932,1043,INLAND,YOUNG,3-STAR,OVER
20,1287,954,INLAND,YOUNG,5-STAR,MEDIUM
34,673,539,INLAND,ADULT,3-STAR,SMALL
29,1563,883,INLAND,ADULT,5-STAR,MEDIUM
20,1519,1681,INLAND,YOUNG,5-STAR,OVER
21,1779,1446,INLAND,YOUNG,5-STAR,OVER
42,1766,1084,INLAND,ADULT,5-STAR,OVER
18,902,771,INLAND,YOUNG,3-STAR,MEDIUM
46,55,26,INLAND,OLD,3-STAR,SMALL
36,49,28,INLAND,ADULT,3-STAR,SMALL
18,2603,1616,INLAND,YOUNG,5-STAR,OVER
30,4157,1885,INLAND,ADULT,7-STAR,OVER
20,707,337,INLAND,YOUNG,3-STAR,SMALL
39,4179,2111,INLAND,ADULT,7-STAR,OVER
16,2127,1104,INLAND,YOUNG,5-STAR,OVER
32,1288,562,INLAND,ADULT,5-STAR,SMALL
20,1401,668,INLAND,YOUNG,5-STAR,MEDIUM
23,1658,836,INLAND,YOUNG,5-STAR,MEDIUM
16,2026,1031,INLAND,YOUNG,5-STAR,OVER
16,255,85,INLAND,YOUNG,3-STAR,SMALL
21,1155,510,INLAND,YOUNG,5-STAR,SMALL
33,419,190,INLAND,ADULT,3-STAR,SMALL
28,1471,673,INLAND,ADULT,5-STAR,MEDIUM
25,1231,658,INLAND,YOUNG,5-STAR,MEDIUM
34,2679,1287,INLAND,ADULT,5-STAR,OVER
22,3265,1647,INLAND,YOUNG,7-STAR,OVER
8,1268,1237,INLAND,YOUNG,5-STAR,OVER
17,1201,555,INLAND,YOUNG,5-STAR,SMALL
39,2551,1181,INLAND,ADULT,5-STAR,OVER
37,2358,1060,INLAND,ADULT,5-STAR,OVER
23,462,261,INLAND,YOUNG,3-STAR,SMALL
23,2502,1443,INLAND,YOUNG,5-STAR,OVER
34,2051,958,INLAND,ADULT,5-STAR,MEDIUM
43,1320,512,INLAND,ADULT,5-STAR,SMALL
39,844,535,INLAND,ADULT,3-STAR,SMALL
20,2332,1856,INLAND,YOUNG,5-STAR,OVER
52,661,392,NEAR OCEAN,OLD,3-STAR,SMALL
52,2416,1150,NEAR OCEAN,OLD,5-STAR,OVER
52,1264,591,NEAR OCEAN,OLD,5-STAR,SMALL
52,1606,891,NEAR OCEAN,OLD,5-STAR,MEDIUM
52,1557,758,NEAR OCEAN,OLD,5-STAR,MEDIUM
52,2148,975,NEAR OCEAN,OLD,5-STAR,MEDIUM
50,2285,837,NEAR OCEAN,OLD,5-STAR,MEDIUM
39,1606,731,NEAR OCEAN,ADULT,5-STAR,MEDIUM
37,1371,640,NEAR OCEAN,ADULT,5-STAR,MEDIUM
39,1836,883,NEAR OCEAN,ADULT,5-STAR,MEDIUM
40,1398,788,NEAR OCEAN,ADULT,5-STAR,MEDIUM
43,2285,1169,NEAR OCEAN,ADULT,5-STAR,OVER
43,2241,932,NEAR OCEAN,ADULT,5-STAR,MEDIUM
35,2141,1053,NEAR OCEAN,ADULT,5-STAR,OVER
30,1895,990,NEAR OCEAN,ADULT,5-STAR,MEDIUM
37,1453,867,NEAR OCEAN,ADULT,5-STAR,MEDIUM
33,1076,656,NEAR OCEAN,ADULT,5-STAR,MEDIUM
34,1592,950,NEAR OCEAN,ADULT,5-STAR,MEDIUM
13,2171,951,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
26,1776,992,NEAR OCEAN,ADULT,5-STAR,MEDIUM
30,2975,1367,NEAR OCEAN,ADULT,5-STAR,OVER
50,340,235,NEAR OCEAN,OLD,3-STAR,SMALL
32,1373,872,NEAR OCEAN,ADULT,5-STAR,MEDIUM
47,1486,765,NEAR OCEAN,OLD,5-STAR,MEDIUM
52,2167,908,NEAR OCEAN,OLD,5-STAR,MEDIUM
52,1703,952,NEAR OCEAN,OLD,5-STAR,MEDIUM
38,1552,873,NEAR OCEAN,ADULT,5-STAR,MEDIUM
41,2127,911,NEAR OCEAN,ADULT,5-STAR,MEDIUM
46,1975,791,NEAR OCEAN,OLD,5-STAR,MEDIUM
46,3042,1206,NEAR OCEAN,OLD,7-STAR,OVER
37,2692,1263,NEAR OCEAN,ADULT,5-STAR,OVER
35,2426,982,NEAR OCEAN,ADULT,5-STAR,MEDIUM
27,3046,1407,NEAR OCEAN,ADULT,7-STAR,OVER
24,2858,1388,NEAR OCEAN,YOUNG,5-STAR,OVER
36,2112,829,NEAR OCEAN,ADULT,5-STAR,MEDIUM
23,959,425,NEAR OCEAN,YOUNG,3-STAR,SMALL
34,2142,1056,NEAR OCEAN,ADULT,5-STAR,OVER
31,2152,1259,NEAR OCEAN,ADULT,5-STAR,OVER
29,2474,1130,NEAR OCEAN,ADULT,5-STAR,OVER
32,2017,855,NEAR OCEAN,ADULT,5-STAR,MEDIUM
34,4183,1891,NEAR OCEAN,ADULT,7-STAR,OVER
31,2414,1005,NEAR OCEAN,ADULT,5-STAR,OVER
22,2588,1198,<1H OCEAN,YOUNG,5-STAR,OVER
18,1287,805,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
25,1322,794,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
44,692,398,NEAR OCEAN,ADULT,3-STAR,SMALL
47,1765,796,NEAR OCEAN,OLD,5-STAR,MEDIUM
29,1710,990,NEAR OCEAN,ADULT,5-STAR,MEDIUM
50,921,420,NEAR OCEAN,OLD,3-STAR,SMALL
31,334,780,NEAR OCEAN,ADULT,3-STAR,MEDIUM
33,2235,1165,NEAR OCEAN,ADULT,5-STAR,OVER
35,2987,1581,NEAR OCEAN,ADULT,5-STAR,OVER
31,1982,1052,NEAR OCEAN,ADULT,5-STAR,OVER
26,2683,1353,NEAR OCEAN,ADULT,5-STAR,OVER
18,4032,1948,NEAR OCEAN,YOUNG,7-STAR,OVER
52,1112,544,NEAR OCEAN,OLD,5-STAR,SMALL
12,2087,1603,NEAR OCEAN,YOUNG,5-STAR,OVER
25,2395,983,<1H OCEAN,YOUNG,5-STAR,MEDIUM
13,2522,1381,NEAR OCEAN,YOUNG,5-STAR,OVER
24,2386,1058,<1H OCEAN,YOUNG,5-STAR,OVER
31,938,425,<1H OCEAN,ADULT,3-STAR,SMALL
19,1970,1166,<1H OCEAN,YOUNG,5-STAR,OVER
19,1797,1033,<1H OCEAN,YOUNG,5-STAR,OVER
22,1580,686,<1H OCEAN,YOUNG,5-STAR,MEDIUM
17,1564,517,INLAND,YOUNG,5-STAR,SMALL
29,1029,509,NEAR OCEAN,ADULT,5-STAR,SMALL
22,3263,1384,NEAR OCEAN,YOUNG,7-STAR,OVER
32,1020,421,NEAR OCEAN,ADULT,5-STAR,SMALL
26,1633,890,NEAR OCEAN,ADULT,5-STAR,MEDIUM
21,1513,943,<1H OCEAN,YOUNG,5-STAR,MEDIUM
29,1429,672,<1H OCEAN,ADULT,5-STAR,MEDIUM
28,1470,811,<1H OCEAN,ADULT,5-STAR,MEDIUM
41,1719,844,<1H OCEAN,ADULT,5-STAR,MEDIUM
28,1272,519,<1H OCEAN,ADULT,5-STAR,SMALL
23,1672,1060,NEAR OCEAN,YOUNG,5-STAR,OVER
18,3297,1554,NEAR OCEAN,YOUNG,7-STAR,OVER
20,1075,529,NEAR OCEAN,YOUNG,5-STAR,SMALL
19,1734,866,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
18,2250,1248,NEAR OCEAN,YOUNG,5-STAR,OVER
25,2392,1298,NEAR OCEAN,YOUNG,5-STAR,OVER
17,1661,948,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
18,1550,941,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
12,2497,1153,NEAR OCEAN,YOUNG,5-STAR,OVER
14,1452,516,NEAR OCEAN,YOUNG,5-STAR,SMALL
17,1485,823,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
23,2103,1019,NEAR OCEAN,YOUNG,5-STAR,OVER
28,3513,1658,<1H OCEAN,ADULT,7-STAR,OVER
33,644,334,NEAR OCEAN,ADULT,3-STAR,SMALL
17,2026,873,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
18,2581,1375,NEAR OCEAN,YOUNG,5-STAR,OVER
23,580,320,NEAR OCEAN,YOUNG,3-STAR,SMALL
21,5694,2907,NEAR OCEAN,YOUNG,7-STAR,OVER
32,1218,620,NEAR OCEAN,ADULT,5-STAR,MEDIUM
36,2349,1194,NEAR OCEAN,ADULT,5-STAR,OVER
35,952,480,NEAR OCEAN,ADULT,3-STAR,SMALL
32,1595,706,NEAR OCEAN,ADULT,5-STAR,MEDIUM
43,2131,910,NEAR OCEAN,ADULT,5-STAR,MEDIUM
39,1322,642,NEAR OCEAN,ADULT,5-STAR,MEDIUM
39,1186,539,NEAR OCEAN,ADULT,5-STAR,SMALL
27,1148,521,NEAR OCEAN,ADULT,5-STAR,SMALL
22,1665,826,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
17,2985,1544,NEAR OCEAN,YOUNG,5-STAR,OVER
32,1878,937,<1H OCEAN,ADULT,5-STAR,MEDIUM
24,2978,1370,<1H OCEAN,YOUNG,5-STAR,OVER
31,1854,883,<1H OCEAN,ADULT,5-STAR,MEDIUM
25,2015,746,INLAND,YOUNG,5-STAR,MEDIUM
25,1899,891,<1H OCEAN,YOUNG,5-STAR,MEDIUM
29,2864,1314,<1H OCEAN,ADULT,5-STAR,OVER
33,1348,573,<1H OCEAN,ADULT,5-STAR,SMALL
38,544,240,<1H OCEAN,ADULT,3-STAR,SMALL
30,1927,996,<1H OCEAN,ADULT,5-STAR,MEDIUM
42,2380,1300,<1H OCEAN,ADULT,5-STAR,OVER
38,2220,1041,<1H OCEAN,ADULT,5-STAR,OVER
52,1196,965,<1H OCEAN,OLD,5-STAR,MEDIUM
34,1006,443,<1H OCEAN,ADULT,5-STAR,SMALL
52,2217,907,NEAR OCEAN,OLD,5-STAR,MEDIUM
52,2694,1152,NEAR OCEAN,OLD,5-STAR,OVER
52,1820,806,NEAR OCEAN,OLD,5-STAR,MEDIUM
32,1430,434,NEAR OCEAN,ADULT,5-STAR,SMALL
17,1319,393,NEAR OCEAN,YOUNG,5-STAR,SMALL
16,2088,816,<1H OCEAN,YOUNG,5-STAR,MEDIUM
28,2809,1093,<1H OCEAN,ADULT,5-STAR,OVER
31,1852,917,<1H OCEAN,ADULT,5-STAR,MEDIUM
19,2283,1184,<1H OCEAN,YOUNG,5-STAR,OVER
33,2985,1221,<1H OCEAN,ADULT,5-STAR,OVER
35,2052,900,<1H OCEAN,ADULT,5-STAR,MEDIUM
17,2019,899,<1H OCEAN,YOUNG,5-STAR,MEDIUM
38,1327,784,INLAND,ADULT,5-STAR,MEDIUM
18,1109,1006,INLAND,YOUNG,5-STAR,OVER
21,1024,890,INLAND,YOUNG,5-STAR,MEDIUM
33,1234,777,INLAND,ADULT,5-STAR,MEDIUM
32,1995,1069,INLAND,ADULT,5-STAR,OVER
37,709,390,INLAND,ADULT,3-STAR,SMALL
27,452,258,INLAND,ADULT,3-STAR,SMALL
17,1009,745,INLAND,YOUNG,5-STAR,MEDIUM
20,1121,766,INLAND,YOUNG,5-STAR,MEDIUM
31,314,152,INLAND,ADULT,3-STAR,SMALL
29,1141,684,INLAND,ADULT,5-STAR,MEDIUM
17,841,473,INLAND,YOUNG,3-STAR,SMALL
32,1615,1307,INLAND,ADULT,5-STAR,OVER
21,1302,1244,INLAND,YOUNG,5-STAR,OVER
25,2578,2082,INLAND,YOUNG,5-STAR,OVER
20,1402,1104,INLAND,YOUNG,5-STAR,OVER
23,1459,1148,INLAND,YOUNG,5-STAR,OVER
27,1513,1121,INLAND,ADULT,5-STAR,OVER
17,1697,911,INLAND,YOUNG,5-STAR,MEDIUM
24,2565,1447,INLAND,YOUNG,5-STAR,OVER
41,2429,1188,INLAND,ADULT,5-STAR,OVER
35,1583,933,INLAND,ADULT,5-STAR,MEDIUM
33,2266,952,INLAND,ADULT,5-STAR,MEDIUM
21,2164,1164,INLAND,YOUNG,5-STAR,OVER
34,2231,1568,INLAND,ADULT,5-STAR,OVER
24,1617,1416,INLAND,YOUNG,5-STAR,OVER
10,1879,1376,INLAND,YOUNG,5-STAR,OVER
34,591,327,INLAND,ADULT,3-STAR,SMALL
16,1136,481,INLAND,YOUNG,5-STAR,SMALL
19,1087,649,INLAND,YOUNG,5-STAR,MEDIUM
23,1458,866,INLAND,YOUNG,5-STAR,MEDIUM
14,1276,867,INLAND,YOUNG,5-STAR,MEDIUM
30,1602,1130,INLAND,ADULT,5-STAR,OVER
38,1892,1175,INLAND,ADULT,5-STAR,OVER
35,1263,950,INLAND,ADULT,5-STAR,MEDIUM
32,741,623,INLAND,ADULT,3-STAR,MEDIUM
33,1365,825,INLAND,ADULT,5-STAR,MEDIUM
17,1039,728,INLAND,YOUNG,5-STAR,MEDIUM
29,1207,804,INLAND,ADULT,5-STAR,MEDIUM
31,1494,959,INLAND,ADULT,5-STAR,MEDIUM
20,1608,862,INLAND,YOUNG,5-STAR,MEDIUM
3,1629,1005,INLAND,YOUNG,5-STAR,OVER
19,541,457,INLAND,YOUNG,3-STAR,SMALL
23,1228,569,INLAND,YOUNG,5-STAR,SMALL
18,1564,1161,INLAND,YOUNG,5-STAR,OVER
44,472,206,INLAND,ADULT,3-STAR,SMALL
16,348,123,INLAND,YOUNG,3-STAR,SMALL
19,377,198,INLAND,YOUNG,3-STAR,SMALL
5,805,458,INLAND,YOUNG,3-STAR,SMALL
34,1540,1013,INLAND,ADULT,5-STAR,OVER
10,1088,533,INLAND,YOUNG,5-STAR,SMALL
17,1492,1595,INLAND,YOUNG,5-STAR,OVER
16,1307,961,INLAND,YOUNG,5-STAR,MEDIUM
16,2276,1184,INLAND,YOUNG,5-STAR,OVER
21,1260,805,INLAND,YOUNG,5-STAR,MEDIUM
18,1715,1166,INLAND,YOUNG,5-STAR,OVER
14,1527,1453,INLAND,YOUNG,5-STAR,OVER
17,1190,1113,INLAND,YOUNG,5-STAR,OVER
13,330,822,INLAND,YOUNG,3-STAR,MEDIUM
23,666,580,INLAND,YOUNG,3-STAR,SMALL
22,565,692,INLAND,YOUNG,3-STAR,MEDIUM
30,752,733,INLAND,ADULT,3-STAR,MEDIUM
23,1712,1370,INLAND,YOUNG,5-STAR,OVER
23,1004,697,INLAND,YOUNG,5-STAR,MEDIUM
33,1192,1066,INLAND,ADULT,5-STAR,OVER
25,1311,1193,INLAND,YOUNG,5-STAR,OVER
28,1672,1335,INLAND,ADULT,5-STAR,OVER
15,1171,1024,INLAND,YOUNG,5-STAR,OVER
18,1178,1377,INLAND,YOUNG,5-STAR,OVER
34,2856,1627,INLAND,ADULT,5-STAR,OVER
20,2372,2283,INLAND,YOUNG,5-STAR,OVER
50,1291,864,INLAND,OLD,5-STAR,MEDIUM
46,2511,1583,INLAND,OLD,5-STAR,OVER
35,1185,615,INLAND,ADULT,5-STAR,MEDIUM
25,2007,1135,INLAND,YOUNG,5-STAR,OVER
29,1568,848,INLAND,ADULT,5-STAR,MEDIUM
5,2652,1767,INLAND,YOUNG,5-STAR,OVER
5,2494,1416,INLAND,YOUNG,5-STAR,OVER
8,2183,1000,INLAND,YOUNG,5-STAR,MEDIUM
14,1687,762,INLAND,YOUNG,5-STAR,MEDIUM
34,1152,621,INLAND,ADULT,5-STAR,MEDIUM
29,2321,1173,INLAND,ADULT,5-STAR,OVER
20,1534,871,INLAND,YOUNG,5-STAR,MEDIUM
15,1413,803,INLAND,YOUNG,5-STAR,MEDIUM
15,1278,653,INLAND,YOUNG,5-STAR,MEDIUM
30,935,649,INLAND,ADULT,3-STAR,MEDIUM
17,1960,1691,INLAND,YOUNG,5-STAR,OVER
19,583,531,INLAND,YOUNG,3-STAR,SMALL
25,2322,2185,INLAND,YOUNG,5-STAR,OVER
24,1266,1083,INLAND,YOUNG,5-STAR,OVER
15,3414,2097,INLAND,YOUNG,7-STAR,OVER
18,3631,3565,INLAND,YOUNG,7-STAR,OVER
35,2159,1694,INLAND,ADULT,5-STAR,OVER
29,1523,1302,INLAND,ADULT,5-STAR,OVER
11,2872,2644,INLAND,YOUNG,5-STAR,OVER
6,2804,2807,INLAND,YOUNG,5-STAR,OVER
17,290,135,INLAND,YOUNG,3-STAR,SMALL
16,245,81,INLAND,YOUNG,3-STAR,SMALL
15,208,51,INLAND,YOUNG,3-STAR,SMALL
26,1134,329,INLAND,ADULT,5-STAR,SMALL
18,414,98,INLAND,YOUNG,3-STAR,SMALL
20,1996,659,INLAND,YOUNG,5-STAR,MEDIUM
15,1945,515,INLAND,YOUNG,5-STAR,SMALL
5,186,41,INLAND,YOUNG,3-STAR,SMALL
8,240,63,INLAND,YOUNG,3-STAR,SMALL
15,459,160,INLAND,YOUNG,3-STAR,SMALL
19,1210,329,INLAND,YOUNG,5-STAR,SMALL
27,322,112,INLAND,ADULT,3-STAR,SMALL
12,99,37,INLAND,YOUNG,3-STAR,SMALL
2,96,30,INLAND,YOUNG,3-STAR,SMALL
24,796,227,INLAND,YOUNG,3-STAR,SMALL
18,1183,374,INLAND,YOUNG,5-STAR,SMALL
19,749,476,INLAND,YOUNG,3-STAR,SMALL
23,1586,338,INLAND,YOUNG,5-STAR,SMALL
21,44,64,INLAND,YOUNG,3-STAR,SMALL
19,2570,1431,INLAND,YOUNG,5-STAR,OVER
15,1448,949,INLAND,YOUNG,5-STAR,MEDIUM
17,1388,775,INLAND,YOUNG,5-STAR,MEDIUM
16,3806,1501,INLAND,YOUNG,7-STAR,OVER
19,2460,1225,INLAND,YOUNG,5-STAR,OVER
19,2682,1134,INLAND,YOUNG,5-STAR,OVER
20,1468,721,INLAND,YOUNG,5-STAR,MEDIUM
26,3135,1385,INLAND,ADULT,7-STAR,OVER
21,3302,1413,INLAND,YOUNG,7-STAR,OVER
18,2281,1425,INLAND,YOUNG,5-STAR,OVER
34,2465,1172,INLAND,ADULT,5-STAR,OVER
25,3295,1477,INLAND,YOUNG,7-STAR,OVER
38,1813,902,INLAND,ADULT,5-STAR,MEDIUM
22,3480,1541,INLAND,YOUNG,7-STAR,OVER
19,99,51,INLAND,YOUNG,3-STAR,SMALL
35,2563,861,INLAND,ADULT,5-STAR,MEDIUM
34,2090,896,INLAND,ADULT,5-STAR,MEDIUM
23,2311,1019,INLAND,YOUNG,5-STAR,OVER
25,1709,632,INLAND,YOUNG,5-STAR,MEDIUM
19,619,490,INLAND,YOUNG,3-STAR,SMALL
14,1372,436,INLAND,YOUNG,5-STAR,SMALL
42,2271,1124,INLAND,ADULT,5-STAR,OVER
45,1628,754,INLAND,ADULT,5-STAR,MEDIUM
38,2952,1491,INLAND,ADULT,5-STAR,OVER
14,3520,1748,INLAND,YOUNG,7-STAR,OVER
5,2133,1182,INLAND,YOUNG,5-STAR,OVER
29,3415,1527,INLAND,ADULT,7-STAR,OVER
39,2033,956,INLAND,ADULT,5-STAR,MEDIUM
40,1089,520,INLAND,ADULT,5-STAR,SMALL
36,2044,1021,INLAND,ADULT,5-STAR,OVER
40,1912,1015,INLAND,ADULT,5-STAR,OVER
42,1705,905,INLAND,ADULT,5-STAR,MEDIUM
41,1808,1005,INLAND,ADULT,5-STAR,OVER
47,1691,913,INLAND,OLD,5-STAR,MEDIUM
41,1992,1006,INLAND,ADULT,5-STAR,OVER
35,2353,1368,INLAND,ADULT,5-STAR,OVER
21,2534,1297,INLAND,YOUNG,5-STAR,OVER
41,2221,1106,INLAND,ADULT,5-STAR,OVER
37,1761,911,INLAND,ADULT,5-STAR,MEDIUM
25,1577,844,INLAND,YOUNG,5-STAR,MEDIUM
31,2348,1413,INLAND,ADULT,5-STAR,OVER
35,2608,1566,INLAND,ADULT,5-STAR,OVER
20,3268,1622,INLAND,YOUNG,7-STAR,OVER
10,4159,2089,INLAND,YOUNG,7-STAR,OVER
19,3889,1872,INLAND,YOUNG,7-STAR,OVER
12,3449,1754,INLAND,YOUNG,7-STAR,OVER
52,154,37,INLAND,OLD,3-STAR,SMALL
28,254,118,INLAND,ADULT,3-STAR,SMALL
18,1894,846,INLAND,YOUNG,5-STAR,MEDIUM
10,6435,3242,INLAND,YOUNG,7-STAR,OVER
11,8739,4781,INLAND,YOUNG,7-STAR,OVER
29,1820,1134,INLAND,ADULT,5-STAR,OVER
36,790,426,INLAND,ADULT,3-STAR,SMALL
30,227,169,INLAND,ADULT,3-STAR,SMALL
43,2225,890,INLAND,ADULT,5-STAR,MEDIUM
48,1908,789,INLAND,OLD,5-STAR,MEDIUM
44,2250,928,INLAND,ADULT,5-STAR,MEDIUM
42,2839,1203,INLAND,ADULT,5-STAR,OVER
51,1373,648,INLAND,OLD,5-STAR,MEDIUM
36,1896,937,INLAND,ADULT,5-STAR,MEDIUM
34,1859,854,INLAND,ADULT,5-STAR,MEDIUM
34,813,440,INLAND,ADULT,3-STAR,SMALL
36,1443,680,INLAND,ADULT,5-STAR,MEDIUM
36,1864,1052,INLAND,ADULT,5-STAR,OVER
36,1482,640,INLAND,ADULT,5-STAR,MEDIUM
28,4667,2404,INLAND,ADULT,7-STAR,OVER
29,3548,1542,INLAND,ADULT,7-STAR,OVER
23,4483,2136,INLAND,YOUNG,7-STAR,OVER
27,2473,1271,INLAND,ADULT,5-STAR,OVER
23,5624,2842,INLAND,YOUNG,7-STAR,OVER
34,2047,888,INLAND,ADULT,5-STAR,MEDIUM
35,2220,906,INLAND,ADULT,5-STAR,MEDIUM
41,2417,973,INLAND,ADULT,5-STAR,MEDIUM
26,4800,2365,INLAND,ADULT,7-STAR,OVER
30,2594,1419,INLAND,ADULT,5-STAR,OVER
33,3122,1733,INLAND,ADULT,7-STAR,OVER
21,3999,1889,INLAND,YOUNG,7-STAR,OVER
14,5548,2815,INLAND,YOUNG,7-STAR,OVER
27,3074,1223,INLAND,ADULT,7-STAR,OVER
13,3137,1318,INLAND,YOUNG,7-STAR,OVER
6,4656,2320,INLAND,YOUNG,7-STAR,OVER
10,3216,1539,INLAND,YOUNG,7-STAR,OVER
10,3587,1398,INLAND,YOUNG,7-STAR,OVER
14,2458,1352,INLAND,YOUNG,5-STAR,OVER
32,4121,2590,INLAND,ADULT,7-STAR,OVER
20,1351,762,INLAND,YOUNG,5-STAR,MEDIUM
17,3589,1746,INLAND,YOUNG,7-STAR,OVER
34,2412,1558,INLAND,ADULT,5-STAR,OVER
33,3372,2352,INLAND,ADULT,7-STAR,OVER
23,1106,790,INLAND,YOUNG,5-STAR,MEDIUM
34,1672,1059,INLAND,ADULT,5-STAR,OVER
37,1667,971,INLAND,ADULT,5-STAR,MEDIUM
37,1475,946,INLAND,ADULT,5-STAR,MEDIUM
41,1463,1066,INLAND,ADULT,5-STAR,OVER
40,1603,1026,INLAND,ADULT,5-STAR,OVER
38,2121,1547,INLAND,ADULT,5-STAR,OVER
32,1361,1483,INLAND,ADULT,5-STAR,OVER
39,1497,1182,INLAND,ADULT,5-STAR,OVER
42,1185,1038,INLAND,ADULT,5-STAR,OVER
41,2396,1781,INLAND,ADULT,5-STAR,OVER
35,1673,1041,INLAND,ADULT,5-STAR,OVER
26,1317,1025,INLAND,ADULT,5-STAR,OVER
30,1390,1116,INLAND,ADULT,5-STAR,OVER
22,1812,1592,INLAND,YOUNG,5-STAR,OVER
24,1807,1460,INLAND,YOUNG,5-STAR,OVER
34,1020,795,INLAND,ADULT,5-STAR,MEDIUM
28,1171,1193,INLAND,ADULT,5-STAR,OVER
39,2228,1516,INLAND,ADULT,5-STAR,OVER
36,1438,1054,INLAND,ADULT,5-STAR,OVER
52,2805,1325,INLAND,OLD,5-STAR,OVER
29,607,476,INLAND,ADULT,3-STAR,SMALL
32,2620,2375,INLAND,ADULT,5-STAR,OVER
41,303,216,INLAND,ADULT,3-STAR,SMALL
36,832,814,INLAND,ADULT,3-STAR,MEDIUM
38,918,743,INLAND,ADULT,3-STAR,MEDIUM
35,825,670,INLAND,ADULT,3-STAR,MEDIUM
52,425,380,INLAND,OLD,3-STAR,SMALL
44,434,274,INLAND,ADULT,3-STAR,SMALL
52,114,158,INLAND,OLD,3-STAR,SMALL
35,120,477,INLAND,ADULT,3-STAR,SMALL
44,593,364,INLAND,ADULT,3-STAR,SMALL
52,90,36,INLAND,OLD,3-STAR,SMALL
48,346,129,INLAND,OLD,3-STAR,SMALL
52,191,106,INLAND,OLD,3-STAR,SMALL
45,629,568,INLAND,ADULT,3-STAR,SMALL
38,2122,843,INLAND,ADULT,5-STAR,MEDIUM
52,1695,540,INLAND,OLD,5-STAR,SMALL
